1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,
no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no 1.8,0,0.4,2.2,2.8,5.1,3.4,4,3.2,4.3,4.4,5.2,5.4,5.9,6,5.8,6.2,5.4,3.2,5.9,3,6.8,3.7,3.9,3.3,2.1,3.6,3.4,3.6,3.8,3.8,4.1,4.1,4.1,
